timestamp,farm_name,hour,day_of_year,irradiance_wm2,ambient_temp_c,panel_temp_c,theoretical_power_kw,power_production_kw,efficiency_percent,inverter_1_status,inverter_2_status,inverter_3_status,inverter_4_status,daily_revenue_eur,anomaly_type,anomaly_severity
2025-06-02 05:00:00,provence,5,153,0.0,22.8,22.8,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-02 06:00:00,provence,6,153,0.0,24.4,24.4,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-02 07:00:00,provence,7,153,248.9,23.9,30.1,415.53,415.53,100.0,1,1,1,1,74.8,NORMAL,none
2025-06-02 08:00:00,provence,8,153,439.4,25.2,36.2,717.76,717.76,100.0,1,1,1,1,203.99,NORMAL,none
2025-06-02 09:00:00,provence,9,153,643.6,27.6,43.7,1022.57,1022.57,100.0,1,1,1,1,388.06,NORMAL,none
2025-06-02 10:00:00,provence,10,153,795.3,29.1,49.0,1238.43,1238.43,100.0,1,1,1,1,610.97,NORMAL,none
2025-06-02 11:00:00,provence,11,153,877.3,32.7,54.6,1336.75,1336.75,100.0,1,1,1,1,851.59,NORMAL,none
2025-06-02 12:00:00,provence,12,153,1040.7,34.1,60.1,1551.74,1551.74,100.0,1,1,1,1,1130.9,NORMAL,none
2025-06-02 13:00:00,provence,13,153,914.0,35.8,58.6,1371.02,1371.02,100.0,1,1,1,1,1377.68,NORMAL,none
2025-06-02 14:00:00,provence,14,153,948.8,37.1,60.8,1410.86,1410.86,100.0,1,1,1,1,1631.64,NORMAL,none
2025-06-02 15:00:00,provence,15,153,795.5,32.5,52.4,1222.89,1222.89,100.0,1,1,1,1,1851.76,NORMAL,none
2025-06-02 16:00:00,provence,16,153,663.8,31.3,47.9,1037.95,1037.95,100.0,1,1,1,1,2038.59,NORMAL,none
2025-06-02 17:00:00,provence,17,153,446.3,29.3,40.5,717.71,717.71,100.0,1,1,1,1,2167.78,NORMAL,none
2025-06-02 18:00:00,provence,18,153,240.0,29.5,35.5,392.95,392.95,100.0,1,1,1,1,2238.51,NORMAL,none
2025-06-02 19:00:00,provence,19,153,0.0,25.9,25.9,0.0,0.0,0.0,1,1,1,1,2238.51,NORMAL,none
2025-06-02 20:00:00,provence,20,153,0.0,19.5,19.5,0.0,0.0,0.0,1,1,1,1,2238.51,NORMAL,none
2025-06-02 21:00:00,provence,21,153,0.0,21.9,21.9,0.0,0.0,0.0,1,1,1,1,2238.51,NORMAL,none
2025-06-02 22:00:00,provence,22,153,0.0,22.0,22.0,0.0,0.0,0.0,1,1,1,1,2238.51,NORMAL,none
2025-06-02 23:00:00,provence,23,153,0.0,21.2,21.2,0.0,0.0,0.0,1,1,1,1,2238.51,NORMAL,none
2025-06-03 00:00:00,provence,0,154,0.0,22.1,22.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-03 01:00:00,provence,1,154,0.0,21.0,21.0,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-03 02:00:00,provence,2,154,0.0,21.1,21.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-03 03:00:00,provence,3,154,0.0,20.7,20.7,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-03 04:00:00,provence,4,154,0.0,19.1,19.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-03 05:00:00,provence,5,154,0.0,19.4,19.4,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-03 06:00:00,provence,6,154,0.0,24.5,24.5,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-03 07:00:00,provence,7,154,230.0,25.5,31.3,382.32,382.32,100.0,1,1,1,1,68.82,NORMAL,none
2025-06-03 08:00:00,provence,8,154,482.4,26.0,38.1,782.56,782.56,100.0,1,1,1,1,209.68,NORMAL,none
2025-06-03 09:00:00,provence,9,154,675.2,27.4,44.3,1070.33,1070.33,100.0,1,1,1,1,402.34,NORMAL,none
2025-06-03 10:00:00,provence,10,154,788.1,28.6,48.3,1230.35,1230.35,100.0,1,1,1,1,623.8,NORMAL,none
2025-06-03 11:00:00,provence,11,154,958.4,32.0,56.0,1452.6,1452.6,100.0,1,1,1,1,885.27,NORMAL,none
2025-06-03 12:00:00,provence,12,154,1017.0,31.7,57.2,1534.24,1534.24,100.0,1,1,1,1,1161.43,NORMAL,none
2025-06-03 13:00:00,provence,13,154,982.9,35.7,60.3,1464.47,1464.47,100.0,1,1,1,1,1425.04,NORMAL,none
2025-06-03 14:00:00,provence,14,154,898.9,34.4,56.9,1357.4,1357.4,100.0,1,1,1,1,1669.37,NORMAL,none
2025-06-03 15:00:00,provence,15,154,802.8,35.3,55.3,1219.88,1219.88,100.0,1,1,1,1,1888.95,NORMAL,none
2025-06-03 16:00:00,provence,16,154,610.7,32.0,47.3,957.08,957.08,100.0,1,1,1,1,2061.22,NORMAL,none
2025-06-03 17:00:00,provence,17,154,441.0,28.5,39.5,711.58,711.58,100.0,1,1,1,1,2189.31,NORMAL,none
2025-06-03 18:00:00,provence,18,154,249.5,27.3,33.5,411.5,411.5,100.0,1,1,1,1,2263.38,NORMAL,none
2025-06-03 19:00:00,provence,19,154,0.0,26.1,26.1,0.0,0.0,0.0,1,1,1,1,2263.38,NORMAL,none
2025-06-03 20:00:00,provence,20,154,0.0,21.8,21.8,0.0,0.0,0.0,1,1,1,1,2263.38,NORMAL,none
2025-06-03 21:00:00,provence,21,154,0.0,20.5,20.5,0.0,0.0,0.0,1,1,1,1,2263.38,NORMAL,none
2025-06-03 22:00:00,provence,22,154,0.0,22.9,22.9,0.0,0.0,0.0,1,1,1,1,2263.38,NORMAL,none
2025-06-03 23:00:00,provence,23,154,0.0,22.8,22.8,0.0,0.0,0.0,1,1,1,1,2263.38,NORMAL,none
2025-06-04 00:00:00,provence,0,155,0.0,20.0,20.0,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-04 01:00:00,provence,1,155,0.0,21.0,21.0,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-04 02:00:00,provence,2,155,0.0,20.2,20.2,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-04 03:00:00,provence,3,155,0.0,20.1,20.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-04 04:00:00,provence,4,155,0.0,19.1,19.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-04 05:00:00,provence,5,155,0.0,21.4,21.4,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-04 06:00:00,provence,6,155,0.0,22.2,22.2,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-04 07:00:00,provence,7,155,228.8,27.1,32.9,378.33,378.33,100.0,1,1,1,1,68.1,NORMAL,none
2025-06-04 08:00:00,provence,8,155,442.0,25.6,36.6,720.84,720.84,100.0,1,1,1,1,197.85,NORMAL,none
2025-06-04 09:00:00,provence,9,155,695.0,27.5,44.8,1099.51,1099.51,100.0,1,1,1,1,395.76,NORMAL,none
2025-06-04 10:00:00,provence,10,155,838.6,29.0,49.9,1301.34,1301.34,100.0,1,1,1,1,630.0,NORMAL,none
2025-06-04 11:00:00,provence,11,155,904.9,32.0,54.7,1378.71,1378.71,100.0,1,1,1,1,878.17,NORMAL,none
2025-06-04 12:00:00,provence,12,155,982.4,31.4,55.9,1489.39,1489.39,100.0,1,1,1,1,1146.26,NORMAL,none
2025-06-04 13:00:00,provence,13,155,954.7,33.2,57.1,1440.56,1325.31,92.0,1,1,1,1,1384.82,DEGRADATION,low
2025-06-04 14:00:00,provence,14,155,942.6,34.1,57.6,1419.37,1419.37,100.0,1,1,1,1,1640.3,NORMAL,none
2025-06-04 15:00:00,provence,15,155,781.4,34.6,54.1,1192.98,1192.98,100.0,1,1,1,1,1855.04,NORMAL,none
2025-06-04 16:00:00,provence,16,155,669.6,31.5,48.3,1045.59,1045.59,100.0,1,1,1,1,2043.25,NORMAL,none
2025-06-04 17:00:00,provence,17,155,435.9,29.4,40.3,701.38,701.38,100.0,1,1,1,1,2169.49,NORMAL,none
2025-06-04 18:00:00,provence,18,155,248.9,29.5,35.7,407.3,407.3,100.0,1,1,1,1,2242.81,NORMAL,none
2025-06-04 19:00:00,provence,19,155,0.0,25.0,25.0,0.0,0.0,0.0,1,1,1,1,2242.81,NORMAL,none
2025-06-04 20:00:00,provence,20,155,0.0,21.6,21.6,0.0,0.0,0.0,1,1,1,1,2242.81,NORMAL,none
2025-06-04 21:00:00,provence,21,155,0.0,22.3,22.3,0.0,0.0,0.0,1,1,1,1,2242.81,NORMAL,none
2025-06-04 22:00:00,provence,22,155,0.0,21.2,21.2,0.0,0.0,0.0,1,1,1,1,2242.81,NORMAL,none
2025-06-04 23:00:00,provence,23,155,0.0,21.1,21.1,0.0,0.0,0.0,1,1,1,1,2242.81,NORMAL,none
2025-06-05 00:00:00,provence,0,156,0.0,20.0,20.0,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-05 01:00:00,provence,1,156,0.0,19.4,19.4,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-05 02:00:00,provence,2,156,0.0,22.6,22.6,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-05 03:00:00,provence,3,156,0.0,22.6,22.6,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-05 04:00:00,provence,4,156,0.0,21.5,21.5,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-05 05:00:00,provence,5,156,0.0,20.4,20.4,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-05 06:00:00,provence,6,156,0.0,24.9,24.9,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-05 07:00:00,provence,7,156,248.1,27.0,33.3,409.56,409.56,100.0,1,1,1,1,73.72,NORMAL,none
2025-06-05 08:00:00,provence,8,156,474.7,27.6,39.4,766.16,766.16,100.0,1,1,1,1,211.63,NORMAL,none
2025-06-05 09:00:00,provence,9,156,624.0,30.1,45.7,983.98,983.98,100.0,1,1,1,1,388.74,NORMAL,none
2025-06-05 10:00:00,provence,10,156,758.1,28.4,47.4,1187.96,1187.96,100.0,1,1,1,1,602.58,NORMAL,none
2025-06-05 11:00:00,provence,11,156,860.8,30.1,51.7,1326.84,1326.84,100.0,1,1,1,1,841.41,NORMAL,none
2025-06-05 12:00:00,provence,12,156,1002.6,33.6,58.7,1503.52,1503.52,100.0,1,1,1,1,1112.04,NORMAL,none
2025-06-05 13:00:00,provence,13,156,1005.2,33.4,58.6,1508.01,1508.01,100.0,1,1,1,1,1383.48,NORMAL,none
2025-06-05 14:00:00,provence,14,156,951.0,36.6,60.4,1416.48,1416.48,100.0,1,1,1,1,1638.45,NORMAL,none
2025-06-05 15:00:00,provence,15,156,827.5,34.3,55.0,1259.24,1259.24,100.0,1,1,1,1,1865.11,NORMAL,none
2025-06-05 16:00:00,provence,16,156,641.8,31.1,47.1,1006.6,1006.6,100.0,1,1,1,1,2046.3,NORMAL,none
2025-06-05 17:00:00,provence,17,156,486.3,29.6,41.7,778.35,778.35,100.0,1,1,1,1,2186.4,NORMAL,none
2025-06-05 18:00:00,provence,18,156,239.8,29.2,35.2,393.15,393.15,100.0,1,1,1,1,2257.17,NORMAL,none
2025-06-05 19:00:00,provence,19,156,0.0,26.0,26.0,0.0,0.0,0.0,1,1,1,1,2257.17,NORMAL,none
2025-06-05 20:00:00,provence,20,156,0.0,21.3,21.3,0.0,0.0,0.0,1,1,1,1,2257.17,NORMAL,none
2025-06-05 21:00:00,provence,21,156,0.0,21.0,21.0,0.0,0.0,0.0,1,1,1,1,2257.17,NORMAL,none
2025-06-05 22:00:00,provence,22,156,0.0,19.8,19.8,0.0,0.0,0.0,1,1,1,1,2257.17,NORMAL,none
2025-06-05 23:00:00,provence,23,156,0.0,21.9,21.9,0.0,0.0,0.0,1,1,1,1,2257.17,NORMAL,none
2025-06-06 00:00:00,provence,0,157,0.0,20.1,20.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-06 01:00:00,provence,1,157,0.0,19.1,19.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-06 02:00:00,provence,2,157,0.0,21.6,21.6,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-06 03:00:00,provence,3,157,0.0,19.7,19.7,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-06 04:00:00,provence,4,157,0.0,22.8,22.8,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-06 05:00:00,provence,5,157,0.0,22.8,22.8,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-06 06:00:00,provence,6,157,0.0,23.5,23.5,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-06 07:00:00,provence,7,157,220.7,27.2,32.7,364.96,364.96,100.0,1,1,1,1,65.69,NORMAL,none
2025-06-06 08:00:00,provence,8,157,453.4,28.9,40.2,729.79,729.79,100.0,1,1,1,1,197.06,NORMAL,none
2025-06-06 09:00:00,provence,9,157,683.6,27.7,44.8,1081.73,1081.73,100.0,1,1,1,1,391.77,NORMAL,none
2025-06-06 10:00:00,provence,10,157,848.2,29.3,50.5,1313.39,1313.39,100.0,1,1,1,1,628.18,NORMAL,none
2025-06-06 11:00:00,provence,11,157,927.9,33.2,56.4,1403.83,1403.83,100.0,1,1,1,1,880.87,NORMAL,none
2025-06-06 12:00:00,provence,12,157,986.9,31.4,56.1,1495.28,1495.28,100.0,1,1,1,1,1150.02,NORMAL,none
2025-06-06 13:00:00,provence,13,157,1041.1,33.1,59.1,1558.66,1558.66,100.0,1,1,1,1,1430.58,NORMAL,none
2025-06-06 14:00:00,provence,14,157,966.9,37.0,61.1,1435.79,1435.79,100.0,1,1,1,1,1689.02,NORMAL,none
2025-06-06 15:00:00,provence,15,157,832.3,33.4,54.2,1270.08,1270.08,100.0,1,1,1,1,1917.63,NORMAL,none
2025-06-06 16:00:00,provence,16,157,679.8,33.2,50.2,1053.65,1053.65,100.0,1,1,1,1,2107.29,NORMAL,none
2025-06-06 17:00:00,provence,17,157,482.7,30.0,42.1,771.47,771.47,100.0,1,1,1,1,2246.15,NORMAL,none
2025-06-06 18:00:00,provence,18,157,245.0,28.6,34.7,402.33,402.33,100.0,1,1,1,1,2318.57,NORMAL,none
2025-06-06 19:00:00,provence,19,157,0.0,26.8,26.8,0.0,0.0,0.0,1,1,1,1,2318.57,NORMAL,none
2025-06-06 20:00:00,provence,20,157,0.0,22.2,22.2,0.0,0.0,0.0,1,1,1,1,2318.57,NORMAL,none
2025-06-06 21:00:00,provence,21,157,0.0,22.6,22.6,0.0,0.0,0.0,1,1,1,1,2318.57,NORMAL,none
2025-06-06 22:00:00,provence,22,157,0.0,20.4,20.4,0.0,0.0,0.0,1,1,1,1,2318.57,NORMAL,none
2025-06-06 23:00:00,provence,23,157,0.0,20.5,20.5,0.0,0.0,0.0,1,1,1,1,2318.57,NORMAL,none
2025-06-07 00:00:00,provence,0,158,0.0,19.4,19.4,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-07 01:00:00,provence,1,158,0.0,21.3,21.3,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-07 02:00:00,provence,2,158,0.0,19.1,19.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-07 03:00:00,provence,3,158,0.0,20.9,20.9,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-07 04:00:00,provence,4,158,0.0,21.2,21.2,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-07 05:00:00,provence,5,158,0.0,20.1,20.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-07 06:00:00,provence,6,158,0.0,22.1,22.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-07 07:00:00,provence,7,158,221.3,26.8,32.3,366.62,366.62,100.0,1,1,1,1,65.99,NORMAL,none
2025-06-07 08:00:00,provence,8,158,449.3,25.5,36.7,732.43,732.43,100.0,1,1,1,1,197.83,NORMAL,none
2025-06-07 09:00:00,provence,9,158,676.5,27.4,44.3,1072.39,1072.39,100.0,1,1,1,1,390.86,NORMAL,none
2025-06-07 10:00:00,provence,10,158,766.3,28.2,47.4,1200.71,1200.71,100.0,1,1,1,1,606.99,NORMAL,none
2025-06-07 11:00:00,provence,11,158,925.9,32.0,55.2,1407.71,1407.71,100.0,1,1,1,1,860.37,NORMAL,none
2025-06-07 12:00:00,provence,12,158,1039.2,33.1,59.0,1556.17,1556.17,100.0,1,1,1,1,1140.48,NORMAL,none
2025-06-07 13:00:00,provence,13,158,1015.9,33.6,59.0,1521.65,1521.65,100.0,1,1,1,1,1414.38,NORMAL,none
2025-06-07 14:00:00,provence,14,158,869.8,34.1,55.8,1318.95,1318.95,100.0,1,1,1,1,1651.79,NORMAL,none
2025-06-07 15:00:00,provence,15,158,846.6,34.8,55.9,1283.3,1283.3,100.0,1,1,1,1,1882.79,NORMAL,none
2025-06-07 16:00:00,provence,16,158,625.0,30.6,46.3,983.49,983.49,100.0,1,1,1,1,2059.82,NORMAL,none
2025-06-07 17:00:00,provence,17,158,460.7,30.9,42.4,735.6,735.6,100.0,1,1,1,1,2192.22,NORMAL,none
2025-06-07 18:00:00,provence,18,158,228.9,29.8,35.5,374.74,374.74,100.0,1,1,1,1,2259.68,NORMAL,none
2025-06-07 19:00:00,provence,19,158,0.0,27.0,27.0,0.0,0.0,0.0,1,1,1,1,2259.68,NORMAL,none
2025-06-07 20:00:00,provence,20,158,0.0,21.2,21.2,0.0,0.0,0.0,1,1,1,1,2259.68,NORMAL,none
2025-06-07 21:00:00,provence,21,158,0.0,21.4,21.4,0.0,0.0,0.0,1,1,1,1,2259.68,NORMAL,none
2025-06-07 22:00:00,provence,22,158,0.0,20.7,20.7,0.0,0.0,0.0,1,1,1,1,2259.68,NORMAL,none
2025-06-07 23:00:00,provence,23,158,0.0,20.0,20.0,0.0,0.0,0.0,1,1,1,1,2259.68,NORMAL,none
2025-06-08 00:00:00,provence,0,159,0.0,20.4,20.4,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-08 01:00:00,provence,1,159,0.0,22.0,22.0,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-08 02:00:00,provence,2,159,0.0,19.1,19.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-08 03:00:00,provence,3,159,0.0,19.5,19.5,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-08 04:00:00,provence,4,159,0.0,19.2,19.2,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-08 05:00:00,provence,5,159,0.0,19.2,19.2,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-08 06:00:00,provence,6,159,0.0,24.8,24.8,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-08 07:00:00,provence,7,159,234.9,23.9,29.8,392.71,392.71,100.0,1,1,1,1,70.69,NORMAL,none
2025-06-08 08:00:00,provence,8,159,457.2,26.9,38.3,741.07,741.07,100.0,1,1,1,1,204.08,NORMAL,none
2025-06-08 09:00:00,provence,9,159,647.5,28.1,44.3,1026.43,1026.43,100.0,1,1,1,1,388.84,NORMAL,none
2025-06-08 10:00:00,provence,10,159,825.1,28.2,48.8,1285.77,1285.77,100.0,1,1,1,1,620.28,NORMAL,none
2025-06-08 11:00:00,provence,11,159,936.3,31.5,54.9,1425.01,1425.01,100.0,1,1,1,1,876.78,NORMAL,none
2025-06-08 12:00:00,provence,12,159,998.3,31.7,56.6,1509.35,1509.35,100.0,1,1,1,1,1148.46,NORMAL,none
2025-06-08 13:00:00,provence,13,159,996.2,32.6,57.5,1500.83,1500.83,100.0,1,1,1,1,1418.61,NORMAL,none
2025-06-08 14:00:00,provence,14,159,974.5,36.3,60.7,1449.86,1449.86,100.0,1,1,1,1,1679.59,NORMAL,none
2025-06-08 15:00:00,provence,15,159,826.0,33.8,54.5,1259.26,1259.26,100.0,1,1,1,1,1906.25,NORMAL,none
2025-06-08 16:00:00,provence,16,159,691.2,31.5,48.8,1077.11,1077.11,100.0,1,1,1,1,2100.13,NORMAL,none
2025-06-08 17:00:00,provence,17,159,482.2,28.8,40.8,774.36,774.36,100.0,1,1,1,1,2239.52,NORMAL,none
2025-06-08 18:00:00,provence,18,159,223.3,26.1,31.7,370.78,370.78,100.0,1,1,1,1,2306.26,NORMAL,none
2025-06-08 19:00:00,provence,19,159,0.0,24.4,24.4,0.0,0.0,0.0,1,1,1,1,2306.26,NORMAL,none
2025-06-08 20:00:00,provence,20,159,0.0,21.7,21.7,0.0,0.0,0.0,1,1,1,1,2306.26,NORMAL,none
2025-06-08 21:00:00,provence,21,159,0.0,19.3,19.3,0.0,0.0,0.0,1,1,1,1,2306.26,NORMAL,none
2025-06-08 22:00:00,provence,22,159,0.0,20.3,20.3,0.0,0.0,0.0,1,1,1,1,2306.26,NORMAL,none
2025-06-08 23:00:00,provence,23,159,0.0,22.4,22.4,0.0,0.0,0.0,1,1,1,1,2306.26,NORMAL,none
2025-06-09 00:00:00,provence,0,160,0.0,19.1,19.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-09 01:00:00,provence,1,160,0.0,22.3,22.3,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-09 02:00:00,provence,2,160,0.0,20.1,20.1,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-09 03:00:00,provence,3,160,0.0,19.5,19.5,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-09 04:00:00,provence,4,160,0.0,21.8,21.8,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-09 05:00:00,provence,5,160,0.0,21.5,21.5,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-09 06:00:00,provence,6,160,0.0,24.9,24.9,0.0,0.0,0.0,1,1,1,1,0.0,NORMAL,none
2025-06-09 07:00:00,provence,7,160,245.2,24.6,30.8,408.39,408.39,100.0,1,1,1,1,73.51,NORMAL,none
2025-06-09 08:00:00,provence,8,160,438.3,28.0,39.0,708.65,708.65,100.0,1,1,1,1,201.07,NORMAL,none
2025-06-09 09:00:00,provence,9,160,695.5,28.2,45.5,1097.3,1097.3,100.0,1,1,1,1,398.58,NORMAL,none
2025-06-09 10:00:00,provence,10,160,840.2,29.4,50.4,1301.54,1301.54,100.0,1,1,1,1,632.86,NORMAL,none
2025-06-09 11:00:00,provence,11,160,964.6,31.2,55.3,1465.68,1465.68,100.0,1,1,1,1,896.68,NORMAL,none
2025-06-09 12:00:00,provence,12,160,1010.7,31.4,56.7,1527.63,1527.63,100.0,1,1,1,1,1171.65,NORMAL,none
2025-06-09 13:00:00,provence,13,160,978.5,35.8,60.3,1458.11,1458.11,100.0,1,1,1,1,1434.11,NORMAL,none
2025-06-09 14:00:00,provence,14,160,969.1,35.6,59.8,1446.86,1229.83,85.0,1,1,1,1,1655.48,SHADING,low
2025-06-09 15:00:00,provence,15,160,766.9,33.3,52.5,1178.49,1178.49,100.0,1,1,1,1,1867.61,NORMAL,none
2025-06-09 16:00:00,provence,16,160,692.0,32.3,49.6,1075.17,1075.17,100.0,1,1,1,1,2061.14,NORMAL,none
2025-06-09 17:00:00,provence,17,160,454.6,29.2,40.5,730.85,730.85,100.0,1,1,1,1,2192.69,NORMAL,none
